,Nominee,Nominations,First,Last,Last - First,born,No,imdbID,ambiguous?,bday,bplace
275,Marie-Christine Barrault,1,1976,1976,0,1944,,56763,,1944-3-21,"Paris, France"
376,Sondra Locke,1,1968,1968,0,1944,,516800,,1944-5-28,"Madison, Alabama, USA"
380,Stockard Channing,1,1993,1993,0,1944,,330,,1944-2-13,"New York City, New York, USA"
43,Bette Midler,2,1979,1991,12,1945,,541,,1945-12-1,"Honolulu, Hawaii, USA"
49,Brenda Fricker,1,1989,1989,0,1945,,681933,,1892-4-8,"Toronto, Ontario, Canada"
58,Carrie Snodgress,1,1970,1970,0,1945,,811202,,1945-10-27,"Park Ridge, Illinois, USA"
62,Catherine Burns,1,1969,1969,0,1945,,122610,,1945-9-24,"New York City, New York, USA"
142,Goldie Hawn,2,1969,1980,11,1945,,443,,1945-11-21,"Washington, District of Columbia, USA"
153,Helen Mirren,3,1994,2006,12,1945,,545,,1945-7-26,"Hammersmith, London, England, UK"
248,Linda Hunt,1,1983,1983,0,1945,,1373,,1945-4-2,"Morristown, New Jersey, USA"
331,Patty McCormack,1,1956,1956,0,1945,,566478,,1945-8-21,"Brooklyn, New York, USA"
350,Ronee Blakley,1,1975,1975,0,1945,,86867,,1945-8-24,"Caldwell, Idaho, USA"
385,Susan Tyrrell,1,1972,1972,0,1945,,879073,,1945-3-18,"San Francisco, California, USA"
48,Brenda Blethyn,2,1996,1998,2,1946,,950,,1946-2-20,"Ramsgate, Kent, England, UK"
51,Candice Bergen,1,1979,1979,0,1946,,298,,1946-5-9,"Beverly Hills, California, USA"
70,Cher,2,1983,1987,4,1946,,333,,1946-5-20,"El Centro, California, USA"
89,Diane Keaton,4,1977,2003,26,1946,,473,,1946-1-5,"Los Angeles, California, USA"
240,Lesley Ann Warren,1,1982,1982,0,1946,,690,,1946-8-16,"New York City, New York, USA"
251,Liza Minnelli,2,1969,1972,3,1946,,591485,,1946-3-12,"Los Angeles, California, USA"
330,Patty Duke,1,1962,1962,0,1946,,1157,,1946-12-14,"Queens, New York City, New York, USA"
357,Sally Field,2,1979,1984,5,1946,,398,,1946-11-6,"Pasadena, California, USA"
384,Susan Sarandon,5,1981,1995,14,1946,,215,,1946-10-4,"New York City, New York, USA"
389,Talia Shire,2,1974,1976,2,1946,,1735,,1946-4-25,"Lake Success, Long Island, New York, USA"
21,Anne Archer,1,1987,1987,0,1947,,271,,1947-8-24,"Los Angeles, California, USA"
52,Candy Clark,1,1973,1973,0,1947,,163748,,1947-6-20,"Norman, Oklahoma, USA"
137,Glenn Close,5,1982,1988,6,1947,,335,,1947-3-19,"Greenwich, Connecticut, USA"
392,Teri Garr,1,1982,1982,0,1947,,414,,1947-12-11,"Lakewood, Ohio, USA"
34,Barbara Hershey,1,1996,1996,0,1948,,1347,,1948-2-5,"Hollywood, Los Angeles, California, USA"
93,Dianne Wiest,3,1986,1994,8,1948,,1848,,1948-3-28,"Kansas City, Missouri, USA"
223,Kathy Bates,3,1990,2002,12,1948,,870,,1948-6-28,"Memphis, Tennessee, USA"
249,Lindsay Crouse,1,1984,1984,0,1948,,1080,,1948-5-12,"New York City, New York, USA"
301,Mercedes Ruehl,1,1991,1991,0,1948,,1689,,1948-2-28,"Queens, New York City, New York, USA"
339,Penelope Milford,1,1978,1978,0,1948,,587340,,1948-3-23,"St. Louis, Missouri, USA"
179,Jeannie Berlin,1,1972,1972,0,1949,,75588,,1949-11-1,"Los Angeles, California, USA"
184,Jessica Lange,6,1982,1994,12,1949,,1448,,1949-4-20,"Cloquet, Minnesota, USA"
303,Meryl Streep,14,1978,2006,28,1949,,658,,1949-6-22,"Summit, New Jersey, USA"
373,Sigourney Weaver,3,1986,1988,2,1949,,244,,1949-10-8,"Manhattan, New York City, New York, USA"
375,Sissy Spacek,6,1976,2001,25,1949,,651,,1949-12-25,"Quitman, Texas, USA"
9,Amy Madigan,1,1985,1985,0,1950,,1496,,1950-9-11,"Chicago, Illinois, USA"
72,Christine Lahti,1,1984,1984,0,1950,,1441,,1950-4-4,"Birmingham, Michigan, USA"
212,Julie Walters,2,1983,2000,17,1950,,910278,,1950-2-22,"Smethwick, West Midlands, England, UK"
217,Kate Nelligan,1,1991,1991,0,1950,,625075,,1950-3-16,"London, Ontario, Canada"
394,Tess Harper,1,1986,1986,0,1950,,2128,,1950-8-15,"Mammoth Spring, Arkansas, USA"
14,Anjelica Huston,3,1985,1990,5,1951,,1378,,1951-7-8,"Santa Monica, California, USA"
3,Alfre Woodard,1,1983,1983,0,1952,,5569,,1952-11-8,"Tulsa, Oklahoma, USA"
55,Carol Kane,1,1975,1975,0,1952,,1406,,1952-6-18,"Cleveland, Ohio, USA"
287,Mary Badham,1,1962,1962,0,1952,,825,,1952-10-7,"Birmingham, Alabama, USA"
289,Mary McDonnell,2,1990,1992,2,1952,,1521,,1952-4-28,"Wilkes-Barre, Pennsylvania, USA"
372,Shohreh Aghdashloo,1,2003,2003,0,1952,,13037,,1952-5-11,"Tehran, Iran"
8,Amy Irving,1,1983,1983,0,1953,,1388,,1953-9-10,"Palo Alto, California, USA"
229,Kim Basinger,1,1997,1997,0,1953,,107,,1953-12-8,"Athens, Georgia, USA"
291,Mary Steenburgen,1,1980,1980,0,1953,,5460,,1953-2-8,"Newport, Arkansas, USA"
221,Kathleen Quinlan,1,1995,1995,0,1954,,599,,1954-11-19,"Pasadena, California, USA"
222,Kathleen Turner,1,1986,1986,0,1954,,678,,1954-6-19,"Springfield, Missouri, USA"
253,Lorraine Bracco,1,1990,1990,0,1954,,966,,1954-10-2,"Bay Ridge, Brooklyn, New York City, New York, USA"
326,Oprah Winfrey,1,1985,1985,0,1954,,1856,,1954-1-29,"Kosciusko, Mississippi, USA"
83,Debra Winger,3,1982,1993,11,1955,,700,,1955-5-16,"Cleveland Heights, Ohio, USA"
86,Diana Scarwid,1,1980,1980,0,1955,,769311,,1955-8-27,"Savannah, Georgia, USA"
164,Isabelle Adjani,2,1975,1989,14,1955,,254,,1955-6-27,"Paris, France"
204,Judy Davis,2,1984,1992,8,1955,,1114,,1955-4-23,"Perth, Western Australia, Australia"
239,Lena Olin,1,1989,1989,0,1955,,565,,1955-3-22,"Stockholm, Stockholms län, Sweden"
407,Whoopi Goldberg,2,1985,1990,5,1955,,155,,1955-11-13,"New York City, New York, USA"
1,Adriana Barraza,1,2006,2006,0,1956,,56770,,1956-3-5,"Toluca, Estado de Mexico, Mexico"
127,Geena Davis,2,1988,1991,3,1956,,133,,1956-1-21,"Wareham, Massachusetts, USA"
161,Imelda Staunton,1,2004,2004,0,1956,,1767,,1956-1-9,"Archway, London, England, UK"
188,Joan Allen,3,1995,2000,5,1956,,260,,1956-8-20,"Rochelle, Illinois, USA"
125,Frances McDormand,4,1988,2005,17,1957,,531,,1957-6-23,"Chicago, Illinois, USA"
241,Leslie Browne,1,1977,1977,0,1957,,115038,,1957-6-29,"New York City, New York, USA"
297,Melanie Griffith,1,1988,1988,0,1957,,429,,1957-8-9,"New York City, New York, USA"
11,Angela Bassett,1,1993,1993,0,1958,,291,,1958-8-16,"New York City, New York, USA"
27,Annette Bening,3,1990,2004,14,1958,,906,,1958-5-29,"Topeka, Kansas, USA"
157,Holly Hunter,4,1987,2003,16,1958,,456,,1958-3-20,"Conyers, Georgia, USA"
183,Jennifer Tilly,1,1994,1994,0,1958,,236,,1958-9-16,"Harbor City, California, USA"
288,Mary Elizabeth Mastrantonio,1,1986,1986,0,1958,,1512,,1958-11-17,"Lombard, Illinois, USA"
304,Michelle Pfeiffer,3,1988,1992,4,1958,,201,,1958-4-29,"Santa Ana, California, USA"
311,Miranda Richardson,2,1992,1994,2,1958,,1669,,1958-3-3,"Southport, Lancashire, England, UK"
366,Sharon Stone,1,1995,1995,0,1958,,232,,1958-3-10,"Meadville, Pennsylvania, USA"
64,Catherine Keener,2,1999,2005,6,1959,,1416,,1959-3-23,"Miami, Florida, USA"
113,Emma Thompson,4,1992,1995,3,1959,,668,,1959-4-15,"Paddington, London, England, UK"
247,Linda Blair,1,1973,1973,0,1959,,304,,1959-1-22,"St. Louis, Missouri, USA"
265,Marcia Gay Harden,2,2000,2003,3,1959,,1315,,1959-8-14,"La Jolla, California, USA"
266,Mare Winningham,1,1995,1995,0,1959,,1858,,1959-5-16,"Phoenix, Arizona, USA"
327,Patricia Clarkson,1,2003,2003,0,1959,,165101,,1959-12-29,"New Orleans, Louisiana, USA"
66,Cathy Moriarty,1,1980,1980,0,1960,,1550,,1960-11-29,"The Bronx, New York, USA"
208,Julianne Moore,4,1997,2002,5,1960,,194,,1960-12-3,"Fayetteville, North Carolina, USA"
232,Kristin Scott Thomas,1,1996,1996,0,1960,,218,,1960-5-24,"Redruth, Cornwall, England, UK"
296,Meg Tilly,1,1985,1985,0,1960,,672,,1960-2-14,"Long Beach, California, USA"
107,Elizabeth McGovern,1,1981,1981,0,1961,,1527,,1961-7-18,"Evanston, Illinois, USA"
172,Janet McTeer,1,1999,1999,0,1961,,5216,,1961-8-5,"Newcastle, Tyne and Wear, England, UK"
276,Mariel Hemingway,1,1979,1979,0,1961,,446,,1961-11-22,"Mill Valley, California, USA"
403,Virginia Madsen,1,2004,2004,0,1961,,515,,1961-9-11,"Chicago, Illinois, USA"
122,Felicity Huffman,1,2005,2005,0,1962,,5031,,1962-12-9,"Bedford, New York, USA"
191,Joan Cusack,2,1988,1997,9,1962,,349,,1962-10-11,"New York City, New York, USA"
198,Jodie Foster,4,1976,1994,18,1962,,149,,1962-11-19,"Los Angeles, California, USA"
105,Elisabeth Shue,1,1995,1995,0,1963,,223,,1963-10-6,"Wilmington, Delaware, USA"
152,Helen Hunt,1,1997,1997,0,1963,,166,,1963-6-15,"Culver City, California, USA"
390,Tatum O'Neal,1,1973,1973,0,1963,,1575,,1963-11-5,"Los Angeles, California, USA"
213,Juliette Binoche,2,1996,2000,4,1964,,300,,1964-3-9,"Paris, France"
235,Laura Linney,2,2000,2004,4,1964,,1473,,1964-2-5,"New York City, New York, USA"
278,Marisa Tomei,2,1992,2001,9,1964,,673,,1964-12-4,"Brooklyn, New York City, New York, USA"
353,Rosie Perez,1,1993,1993,0,1964,,1609,,1964-9-6,"Bushwick, Brooklyn, New York City, New York, USA"
91,Diane Lane,1,2002,2002,0,1965,,178,,1965-1-22,"New York City, New York, USA"
281,Marlee Matlin,1,1986,1986,0,1965,,559144,,1965-8-24,"Morton Grove, Illinois, USA"
149,Halle Berry,1,2001,2001,0,1966,,932,,1966-8-14,"Cleveland, Ohio, USA"
154,Helena Bonham Carter,1,1997,1997,0,1966,,307,,1966-5-26,"Golders Green, London, England, UK"
360,Salma Hayek,1,2002,2002,0,1966,,161,,1966-9-2,"Coatzacoalcos, Veracruz, Mexico"
112,Emily Watson,2,1996,1998,2,1967,,1833,,1967-1-14,"Islington, London, England, UK"
207,Julia Roberts,3,1989,2000,11,1967,,210,,1967-10-28,"Smyrna, Georgia, USA"
234,Laura Dern,1,1991,1991,0,1967,,368,,1967-2-10,"Saint John's Health Center, Santa Monica, Los Angeles County, California, USA"
273,Marianne Jean-Baptiste,1,1996,1996,0,1967,,1399,,1967-4-26,"London, England, UK"
310,Mira Sorvino,1,1995,1995,0,1967,,227,,1967-9-28,"New York City, New York, USA"
320,Nicole Kidman,2,2001,2002,1,1967,,173,,1967-6-20,"Honolulu, Hawaii, USA"
342,Quinn Cummings,1,1977,1977,0,1967,,191944,,1967-8-13,"Los Angeles, California, USA"
317,Naomi Watts,1,2003,2003,0,1968,,915208,,1968-9-28,"Shoreham, Kent, England, UK"
343,Rachel Griffiths,1,1998,1998,0,1968,,341737,,1968-12-18,"Melbourne, Victoria, Australia"
378,Sophie Okonedo,1,2004,2004,0,1968,,645683,,1968-8-11,"London, England, UK"
61,Cate Blanchett,3,1998,2006,8,1969,,949,,1969-5-14,"Melbourne, Victoria, Australia"
65,Catherine Zeta-Jones,1,2002,2002,0,1969,,1876,,1969-9-25,"Swansea, West Glamorgan, Wales, UK"
180,Jennifer Connelly,1,2001,2001,0,1970,,124,,1970-12-12,"Catskill Mountains, New York, USA"
309,Minnie Driver,1,1997,1997,0,1970,,378,,1970-1-31,"Middlesex Hospital, London, England, UK"
341,Queen Latifah,1,2002,2002,0,1970,,1451,,1970-3-18,"Newark, New Jersey, USA"
345,Rachel Weisz,1,2005,2005,0,1970,,1838,,1970-3-7,"Westminster, London, England, UK"
398,Uma Thurman,1,1994,1994,0,1970,,235,,1970-4-29,"Boston, Massachusetts, USA"
408,Winona Ryder,2,1993,1994,1,1971,,213,,1971-10-29,"Winona, Minnesota, USA"
148,Gwyneth Paltrow,1,1998,1998,0,1972,,569,,1972-9-27,"Los Angeles, California, USA"
396,Toni Collette,1,1999,1999,0,1972,,1057,,1972-11-1,"Sydney, New South Wales, Australia"
214,Juliette Lewis,1,1991,1991,0,1973,,496,,1973-6-21,"Los Angeles, California, USA"
7,Amy Adams,1,2005,2005,0,1974,,10736,,1974-8-20,"Vicenza, Veneto, Italy"
156,Hilary Swank,2,1999,2004,5,1974,,5476,,1974-7-30,"Lincoln, Nebraska, USA"
13,Angelina Jolie,1,1999,1999,0,1975,,1401,,1975-6-4,"Los Angeles, California, USA"
69,Charlize Theron,2,2003,2005,2,1975,,234,,1975-8-7,"Benoni, Transvaal, South Africa"
218,Kate Winslet,5,1995,2006,11,1975,,701,,1975-10-5,"Reading, Berkshire, England, UK"
346,Reese Witherspoon,1,2005,2005,0,1976,,702,,1976-3-22,"New Orleans, Louisiana, USA"
362,Samantha Morton,2,1999,2003,4,1977,,608090,,1977-5-13,"Nottingham, Nottinghamshire, England, UK"
216,Kate Hudson,1,2000,2000,0,1979,,5028,,1979-4-19,"Los Angeles, California, USA"
305,Michelle Williams,1,2005,2005,0,1980,,931329,,1980-9-9,"Kalispell, Montana, USA"
60,Catalina Sandino Moreno,1,2004,2004,0,1981,,1503432,,1981-4-19,"Bogotá, Colombia"
181,Jennifer Hudson,1,2006,2006,0,1981,,1617685,,1981-9-12,"Chicago, Illinois, USA"
318,Natalie Portman,1,2004,2004,0,1981,,204,,1981-6-9,"Jerusalem, Israel"
348,Rinko Kikuchi,1,2006,2006,0,1981,,452860,,1981-1-6,"Hadano, Japan"
20,Anna Paquin,1,1993,1993,0,1982,,1593,,1982-7-24,"Winnipeg, Manitoba, Canada"
227,Keira Knightley,1,2005,2005,0,1985,,461136,,1985-3-26,"Teddington, Middlesex, England, UK"
228,Keisha Castle-Hughes,1,2003,2003,0,1990,,1095720,,1990-3-24,"Donnybrook, Western Australia, Australia"
0,Abigail Breslin,1,2006,2006,0,1996,,1113550,,1996-4-14,"New York City, New York, USA"
