,script_id,imdb_id,title,year,gross,lines_data,female,male,movie,total,female_per,male_per
891,2807,tt0029162,Lost Horizon,1937,,7776777777757777777777777756776676776776457777777777727777777776676777677777733434447777453437777677767676777777772466636777776777777766777777777777756777576776777357777777777736777777776676777677777734334447777454337777767767676777777773366636772,2770,23422,,26192,0.1057574832009774,0.8942425167990226
892,8272,tt0089504,Lost in America,1985,,7777774006444444344543677767777777777777777777777777777777777777777777777777777777777774,4078,12253,,16331,0.24970914212234402,0.750290857877656
893,1118,tt0120738,Lost in Space,1998,128.0,7777634477777556257777424576355647536766537756645665464666475677647474045534443766547447537705777775773777456554677252,1720,5936,,7656,0.22466039707419017,0.7753396029258098
894,2812,tt0335266,Lost in Translation,2003,64.0,753255334323432343245243215334343433437346734332443342345441,2220,1865,,4085,0.543451652386781,0.4565483476132191
895,4565,tt0160484,Lost Souls,2000,27.0,3456776434564344645254300034343563375344024256537567743444306764334134434333425424544257452,2870,3572,,6442,0.44551381558522196,0.554486184414778
896,2814,tt0199725,Love & Basketball,2000,44.0,7765545552033431033454332132067443334344320000003024445433444500441025453777764444325001344103257754301434430000457743434322000000433434434013434251,5638,4260,,9898,0.5696100222267124,0.4303899777732875
897,8232,tt0758752,Love & Other Drugs,2010,35.0,6443372357734575734364764424673133523331412357777643324634644343335565674557144456375377745363,3202,5063,,8265,0.3874168179068361,0.612583182093164
898,5435,tt2639344,Love Is Strange,2014,2.0,4566773257347741326773355356554777657446755433214344445467777745567775723567654677777777777777777772,2296,7766,,10062,0.22818525144106538,0.7718147485589346
899,8556,tt0425210,Lucky Number Slevin,2006,29.0,334777777577775677773225347757777777777777777775357776337777777777777753577753445777577547754567776423231,1764,10302,,12066,0.1461959224266534,0.8538040775733466
900,6529,tt2872732,Lucy,2014,135.0,444443534300000646657312032006000234253443744366143323432,3143,2827,,5970,0.5264656616415411,0.473534338358459
901,5437,tt0434541,Macbeth,2006,1.0,77777742374267773257756745776667455476477745777774,1274,4575,,5849,0.21781501111301077,0.7821849888869892
902,2815,tt0985694,Machete,2010,29.0,524102677577567734777534223123504774777357535233014737753311657677477642,1939,3965,,5904,0.32842140921409213,0.6715785907859079
903,2816,tt1586752,Machine Gun Preacher,2011,0.0,43333477777736464675465444336777776357773434576465777567654465577775477732577735477777753777777503336651223276467772,1844,7062,,8906,0.2070514260049405,0.7929485739950595
904,4572,tt0227005,Made,2001,8.0,77773433347643577777777777777777755556525543577777733746777777777777777777777777777777777777777777777777777777777777777777777764577777777633,682,10410,,11092,0.06148575549945907,0.9385142445005409
905,4575,tt1371155,Made in Dagenham,2010,1.0,143223410440023565141033013453014410137627431115653421172005125524343000003300236100364303244142234010110,6394,3492,,9886,0.6467732146469756,0.3532267853530245
906,2821,tt0175880,Magnolia,1999,38.0,777777677675534434344677777756565535674345577773777777646434421343544454434775453434576537777776676734444254777766434344634434636776334335535777545546544677666777776343433644433643455343577777776777777767767553443434467777775656553567434557777377777764643,8466,33024,,41490,0.20404916847433116,0.7959508315256688
